0	-2.35739	-0.245777	-0.102268	0.782376	0.344765	0.032985	0.420417	-0.093733	-0.280462	-0.171883	0.062163	0.306563	-0.342152	-0.00569701	0.119223	0.090019	-0.232998	-0.042077	-0.315584	0.23819	0.165652	0.133965	-0.029589	-0.00359	-0.206696	0.133006	-0.136433	-0.038761	-0.012912	0.043758	-0.05451	0.183622	-0.10739	-0.00946	-0.261182	0.086425	-0.094286	0.040194	-0.120756	-0.115916	0.398196	-0.008939	0.034068	0.118191	-0.152965	-0.074403	0.077461	-0.10984	0.012276	-0.008158	-0.064994	0.097457	-0.121981	-0.046663	-0.04932	0.191625	-0.027877	-0.052268	0.083186	-0.049127	-0.10879	-0.026487	-0.048506	0.073617	0.069688	0.110402	-0.033102	-0.00703	-0.007995	0.014077	-0.053164	-0.033612	0.11746	-0.027319	0.0293	0.048721	0.055662	0.147451	-0.00327601	0.089456	0.054293	-0.067306	0.049825	-0.05213	-0.026497	0.021877	-0.04662	-0.001694	-0.068156	-0.130537	-0.007932	0.032664	0.009057	-0.014231	0.065793	0.060202	-0.032089	0.075387	0.018656	-0.01681	
12254	-4.53249	-0.85415	-0.447332	1.67665	0.497228	0.259343	0.549262	-0.096533	0.025591	-0.096452	0.149236	0.355055	-0.504565	0.073254	0.403711	0.28092	-0.272179	-0.149408	-0.604589	0.444491	0.209307	0.123868	-0.032999	-0.032948	-0.537093	0.293875	-0.139091	-0.115107	0.089677	0.038481	-0.154362	0.358887	-0.172148	0.097198	-0.342366	0.142591	-0.161546	0.00641301	-0.151851	-0.304447	0.696272	0.055978	0.009145	0.32146	-0.310937	-0.100267	0.09512	-0.171903	-0.057852	0.03436	-0.155565	0.051122	-0.278753	0.025383	-0.107026	0.390661	0.068731	-0.079909	0.169545	-0.077555	-0.25414	-0.051266	0.016889	0.127142	0.172922	0.244736	-0.072362	0.068614	-0.060551	0.065012	-0.115216	-0.046314	0.165915	-0.133381	0.082064	0.114893	0.119359	0.362644	-0.120372	0.098959	0.080768	-0.201476	0.091334	-0.128781	-0.053407	0.017008	-0.048228	-0.069071	-0.164251	-0.235972	-0.056048	0.046298	-0.011151	0.034518	0.193634	0.157309	-0.164008	0.17068	0.026718	-0.013377	
2	-6.8994	-1.16204	-0.585145	2.49602	0.879959	0.322403	0.980485	-0.127017	-0.18321	-0.255824	0.289739	0.684226	-0.891646	0.143794	0.584817	0.477282	-0.484932	-0.198873	-0.907777	0.645772	0.390362	0.134376	0.050897	-0.020378	-0.711984	0.537489	-0.252961	-0.205242	0.234624	-0.013755	-0.135579	0.52906	-0.278609	0.154911	-0.52244	0.303793	-0.321561	-0.00872198	-0.252106	-0.39958	1.0196	0.143677	0.031357	0.460341	-0.482802	-0.163572	0.102511	-0.211014	-0.096183	0.106403	-0.297595	0.051075	-0.409235	0.117291	-0.166287	0.568277	0.151728	-0.095595	0.260262	-0.138655	-0.447894	-0.064416	0.117917	0.213662	0.297513	0.374354	-0.052328	0.143269	-0.11699	0.107975	-0.199948	0.021668	0.204537	-0.222404	0.137723	0.170681	0.179021	0.565	-0.276869	0.087711	0.106074	-0.317366	0.151171	-0.204773	-0.082951	0.024345	-0.09123	-0.154725	-0.242235	-0.336727	-0.163625	0.017825	-0.001454	0.089723	0.288619	0.258324	-0.2858	0.275593	-0.058354	0.007546	
4	-9.12381	-1.60456	-0.256669	3.06891	0.830103	0.388244	1.28682	-0.05005	-0.602333	-0.427738	0.588251	0.895398	-1.25333	0.361025	0.590089	0.740459	-0.747509	-0.266163	-0.943652	0.862559	0.407694	-0.112253	0.159784	0.016262	-0.936496	0.828034	-0.278354	-0.234241	0.220728	-0.072748	-0.0537959	0.720902	-0.410737	0.17346	-0.622602	0.442878	-0.531727	-0.201186	-0.388294	-0.456114	1.2331	0.192801	0.058036	0.675059	-0.649049	-0.205721	0.071541	-0.276085	-0.230839	0.211718	-0.421094	0.014808	-0.526091	0.079231	-0.178975	0.770607	0.237804	-0.121209	0.387654	-0.201588	-0.599025	-0.10723	0.176157	0.225932	0.41812	0.475977	-0.133397	0.219202	-0.164015	0.191814	-0.241383	0.067728	0.217803	-0.322203	0.181135	0.258327	0.245131	0.755853	-0.390021	0.086321	0.131283	-0.431277	0.182902	-0.25935	-0.093171	0.031876	-0.081291	-0.207252	-0.328008	-0.426063	-0.20892	0.065203	-5.60042e-05	0.180895	0.388811	0.349193	-0.405664	0.366823	-0.066028	0.011625	
4	-10.7301	-1.62599	-0.437748	3.55536	1.44684	0.671928	1.96506	0.037538	-0.724497	-0.530917	0.649623	1.10863	-1.59444	0.401392	0.768579	0.972042	-1.00775	-0.275482	-1.22795	1.06616	0.58662	-0.120323	0.278654	0.037818	-1.07121	1.0917	-0.403977	-0.349548	0.346077	-0.12781	0.0184881	0.906012	-0.520576	0.252248	-0.842512	0.605526	-0.737494	-0.273905	-0.507662	-0.601943	1.56378	0.256366	0.075026	0.889694	-0.813655	-0.246111	0.086611	-0.339917	-0.348343	0.256188	-0.568297	-0.00230298	-0.68175	0.119867	-0.212958	0.93934	0.338016	-0.147588	0.469262	-0.236722	-0.766917	-0.162304	0.2424	0.286596	0.569922	0.603543	-0.181258	0.299357	-0.209177	0.258616	-0.318448	0.091874	0.271878	-0.414976	0.260388	0.352086	0.330268	0.961171	-0.513176	0.104056	0.168428	-0.564033	0.249186	-0.32561	-0.111235	0.019055	-0.071922	-0.261191	-0.424147	-0.544484	-0.253815	0.096878	-0.016525	0.254762	0.5054	0.447623	-0.52798	0.455588	-0.062634	0.020006	
5	-13.0944	-1.94057	-0.55451	4.3631	1.83645	0.741481	2.32154	0.037536	-0.871988	-0.681276	0.716059	1.43316	-1.99486	0.441535	0.96033	1.14783	-1.23876	-0.279898	-1.50522	1.23628	0.725651	-0.160184	0.369677	-0.016607	-1.14424	1.2934	-0.586418	-0.490354	0.456771	-0.189351	0.123492	1.07654	-0.606355	0.308344	-0.980865	0.730864	-0.951149	-0.343344	-0.557251	-0.68449	1.87204	0.321713	0.083058	1.10586	-0.986455	-0.22298	0.163327	-0.361998	-0.520042	0.250321	-0.690501	0.064584	-0.823132	0.089952	-0.199501	1.02595	0.462433	-0.153822	0.508008	-0.229966	-0.913715	-0.225429	0.313633	0.299039	0.712554	0.733437	-0.225967	0.434279	-0.182753	0.32375	-0.401091	0.058756	0.255135	-0.53021	0.29224	0.491259	0.382545	1.07632	-0.674882	0.169713	0.298964	-0.67516	0.293107	-0.358219	-0.13697	-0.015394	-0.015415	-0.274834	-0.533061	-0.633103	-0.274526	0.158369	-0.089777	0.299165	0.612258	0.531205	-0.617471	0.494528	-0.077517	-0.000872998	
6	-14.988	-2.22295	-0.93835	5.37475	2.10273	0.263735	2.31196	-0.07865	-1.21179	-0.841794	1.02369	1.97208	-2.48238	0.468702	1.19248	1.31561	-1.472	-0.261614	-1.80628	1.36022	1.01665	-0.262323	0.48707	-0.00247199	-1.28842	1.50011	-0.672583	-0.63149	0.594347	-0.233388	0.172665	1.23359	-0.753694	0.389715	-1.18045	0.910151	-1.15926	-0.382864	-0.689282	-0.783181	2.23286	0.375098	0.152591	1.30918	-1.16386	-0.252466	0.179178	-0.44332	-0.629873	0.305865	-0.830565	0.069499	-0.979028	0.127982	-0.26019	1.20665	0.577184	-0.185383	0.596708	-0.256071	-1.0687	-0.27255	0.359092	0.372665	0.845104	0.877782	-0.259011	0.512521	-0.226758	0.382497	-0.462458	0.072853	0.288655	-0.613395	0.375523	0.605197	0.455637	1.28347	-0.794172	0.203563	0.325413	-0.804166	0.356841	-0.411143	-0.154273	-0.028223	-0.00353299	-0.335585	-0.627454	-0.759161	-0.316359	0.189339	-0.108866	0.369517	0.723191	0.637274	-0.739596	0.591694	-0.083695	-0.000961997	
7	-16.5942	-2.24437	-1.11943	5.8612	2.71947	0.547419	2.9902	0.00893804	-1.33396	-0.944973	1.08506	2.18531	-2.82349	0.509069	1.37097	1.54719	-1.73224	-0.270933	-2.09057	1.56383	1.19557	-0.270393	0.60594	0.019084	-1.42313	1.76378	-0.798206	-0.746797	0.719696	-0.28845	0.244949	1.4187	-0.863533	0.468503	-1.40036	1.0728	-1.36503	-0.455583	-0.80865	-0.92901	2.56354	0.438663	0.169581	1.52382	-1.32847	-0.292856	0.194248	-0.507152	-0.747377	0.350335	-0.977768	0.052388	-1.13469	0.168618	-0.294173	1.37539	0.677396	-0.211762	0.678316	-0.291205	-1.23659	-0.327624	0.425335	0.433329	0.996906	1.00535	-0.306872	0.592676	-0.27192	0.449299	-0.539523	0.096999	0.34273	-0.706168	0.454776	0.698956	0.540774	1.48879	-0.917327	0.221298	0.362558	-0.936922	0.423125	-0.477403	-0.172337	-0.041044	0.00583601	-0.389524	-0.723593	-0.877582	-0.361254	0.221014	-0.125335	0.443384	0.83978	0.735704	-0.861912	0.680459	-0.080301	0.007419	
8	-18.9538	-2.52306	-1.19554	6.63814	3.11092	0.610992	3.29973	-0.059712	-1.4856	-1.09314	1.04834	2.51586	-3.17342	0.564728	1.55374	1.60757	-1.96146	-0.1624	-2.28591	1.58285	1.37654	-0.198272	0.753584	0.059824	-1.31267	1.86992	-0.87988	-0.989552	0.925992	-0.492976	0.262072	1.3759	-0.844264	0.589352	-1.53506	1.20944	-1.53307	-0.51268	-0.980144	-1.04102	2.52935	0.50712	0.078256	1.66102	-1.38544	-0.26324	0.113832	-0.582672	-0.86792	0.4326	-1.14232	-0.0646639	-1.20421	0.247416	-0.348224	1.42437	0.768296	-0.248648	0.705216	-0.269448	-1.32527	-0.37736	0.490016	0.445424	1.12076	1.00081	-0.333528	0.64484	-0.340824	0.532984	-0.583984	0.149808	0.355712	-0.7474	0.551984	0.753352	0.642768	1.62635	-0.955904	0.205152	0.287384	-0.989424	0.450976	-0.499944	-0.166424	-0.08712	0.051024	-0.45476	-0.759416	-0.943768	-0.371488	0.227992	-0.086656	0.558616	0.951808	0.830344	-0.979528	0.7452	-0.016536	0.023704	
9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
